NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00008099,Vaccine Therapy in Treating Patients With Resected or Locally Advanced Unresectable Pancreatic Cancer,https://clinicaltrials.gov/study/NCT00008099,,COMPLETED,"RATIONALE: Vaccines may help the body build an effective immune response to kill tumor cells.

PURPOSE: This phase I trial is studying the side effects and best dose of vaccine therapy in treating patients with resected or locally advanced unresectable pancreatic cancer.",NO,Pancreatic Cancer,BIOLOGICAL: MUC1 antigen/SB AS-2,"Disease Recurrence, 1-2 years","Overall Survival, 2-5 years",,University of Pittsburgh,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1,25.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PCI-97-046|CDR0000068375|PCI-IRB-970871|NCI-G00-1888,1998-05,2001-03,2004-02,2004-05-04,,2016-01-20,"University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, 15213, United States",
NCT00015977,Vaccine Therapy Plus Interleukin-12 in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,https://clinicaltrials.gov/study/NCT00015977,,COMPLETED,"RATIONALE: Vaccines made from a patient's white blood cells may make the body build an immune response to kill cancer cells. Interleukin-12 may kill cancer cells by stopping blood flow to the tumor and by stimulating a person's white blood cells to kill cancer cells. Combining vaccine therapy with interleukin-12 may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of vaccine therapy combined with interleukin-12 in treating patients who have metastatic prostate cancer that has not responded to hormone therapy.",NO,Prostate Cancer,BIOLOGICAL: PSA prostate cancer vaccine|BIOLOGICAL: recombinant interleukin-12,"Disease response, 63 days",,,University of Chicago,National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE2,13.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,9845|UCCRC-9845|NCI-1192,2001-11,2003-03,2005-01,2003-01-27,,2014-03-07,"University of Chicago Cancer Research Center, Chicago, Illinois, 60637-1470, United States",
NCT00016146,Vaccine Therapy Plus Biological Therapy in Treating Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT00016146,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Biological therapies use different ways to stimulate the immune system and stop cancer cells from growing. Combining vaccine therapy with biological therapy may kill more tumor cells.

PURPOSE: Phase I trial to study the effectiveness in combining vaccine therapy and biological therapy in treating patients who have relapsed prostate cancer.",NO,Prostate Cancer,BIOLOGICAL: GPI-0100|BIOLOGICAL: MUC-2-Globo H-KLH conjugate vaccine,"safety, 2 years","immune function, 2 years",,Memorial Sloan Kettering Cancer Center,National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE1,34.0,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,99-062|P30CA008748|MSKCC-99062|NCI-G01-1941,2000-07,2009-03,2009-03,2003-01-27,,2013-03-19,"Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States",
NCT00019006,"Vaccine Therapy in Treating Patients With Colon, Pancreatic, or Lung Cancer",https://clinicaltrials.gov/study/NCT00019006,,COMPLETED,"RATIONALE: Vaccines made from mutated ras peptides may make the body build an immune response to and kill tumor cells.

PURPOSE: Phase I trial to study the effectiveness of a vaccine containing mutated ras peptides and an immune adjuvant in treating patients who have colon, pancreatic, or lung cancer.",NO,Recurrent Colon Cancer|Extensive Stage Small Cell Lung Cancer|Stage III Pancreatic Cancer|Stage III Rectal Cancer|Limited Stage Small Cell Lung Cancer|Recurrent Pancreatic Cancer|Recurrent Rectal Cancer|Stage III Non-small Cell Lung Cancer|Stage I Pancreatic Cancer|Stage II Non-small Cell Lung Cancer|Stage IVB Pancreatic Cancer|Stage II Pancreatic Cancer|Stage III Colon Cancer|Stage IVA Pancreatic Cancer,DRUG: Detox-B adjuvant|DRUG: ras peptide cancer vaccine,,,,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",PHASE1,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000063475|NCI-94-C-0096D|NCI-T93-0152N,1995-03,,,2007-03-02,,2024-03-04,"Medicine Branch, Bethesda, Maryland, 20892, United States",
NCT00019396,flt3L With or Without Vaccine Therapy in Treating Patients With Metastatic Melanoma or Renal Cell Cancer,https://clinicaltrials.gov/study/NCT00019396,,COMPLETED,"RATIONALE: The drug flt3L may stimulate a person's immune system and help to kill tumor cells. Vaccines made from melanoma cells may make the body build an immune response to and kill their tumor cells.

PURPOSE: Phase II trial to study the effectiveness of flt3L with or without vaccine therapy in treating patients with metastatic melanoma or renal cell cancer.",NO,Stage IV Melanoma|Stage IV Renal Cell Cancer|Recurrent Renal Cell Cancer|Recurrent Melanoma,DRUG: flt3 ligand|DRUG: gp100 antigen|DRUG: MART-1 antigen|DRUG: Montanide ISA-51|DRUG: tyrosinase peptide,,,,National Cancer Institute (NCI),,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000065997|NCI-98-C-0040|NCI-T97-0092,1998-02,,2007-03,2007-03-05,,2024-03-04,"Surgery Branch, Bethesda, Maryland, 20892, United States",
NCT00019591,Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Locally Advanced or Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT00019591,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response that will kill cancer cells. Combining vaccine therapy with interleukin-2 may kill more cancer cells.

PURPOSE: Phase I/II trial to study the effectiveness of vaccine therapy with or without interleukin-2 in treating patients who have locally advanced or metastatic colorectal cancer.",NO,Colorectal Cancer,BIOLOGICAL: aldesleukin|BIOLOGICAL: ras peptide cancer vaccine|PROCEDURE: adjuvant therapy,Response rate every 3 months for up to a year after completion of study treatment,,,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000066874|NCI-99-C-0023L|NCI-T98-0034,1999-03,,2005-11,2003-01-27,,2013-06-20,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States|Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, 37232-6838, United States",
NCT00019929,Vaccine Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00019929,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells.

PURPOSE: This phase II trial is studying vaccine therapy given after standard therapy to see how well it works in treating patients with stage III non-small cell lung cancer.",NO,Lung Cancer,BIOLOGICAL: mutant p53 peptide pulsed dendritic cell vaccine|PROCEDURE: adjuvant therapy,Disease-free survival by CTEP CTC v2.x|Overall survival by CTEP CTC v2.x|Toxicity by CTEP CTC v2.x,Immunological response by ELISPOT before and 2 weeks after last vaccine,,National Cancer Institute (NCI),,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000067284|NCI-99-C-0142|VU-VCC-THO-9814|NCI-T96-0045,2000-08,,2005-12,2003-01-27,,2013-06-20,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States|Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, 37232-6838, United States",
NCT00020254,Vaccine Therapy Plus Sargramostim and Interleukin-2 Compared With Nilutamide Alone in Treating Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT00020254,,COMPLETED,"RATIONALE: Vaccines made from prostate cancer cells may make the body build an immune response to kill tumor cells. Colony-stimulating factors such as sargramostim may increase the number of immune cells found in bone marrow or peripheral blood. Interleukin-2 may stimulate a person's white blood cells to kill prostate cancer cells. Androgens can stimulate the growth of prostate cancer cells. Hormone therapy using nilutamide may fight prostate cancer by reducing the production of androgens. It is not yet known which treatment regimen is more effective for treating prostate cancer.

PURPOSE: Randomized phase II trial to compare the effectiveness of vaccine therapy plus sargramostim and interleukin-2 with that of nilutamide alone in treating patients who have prostate cancer that has not responded to hormone therapy.",NO,Prostate Cancer,BIOLOGICAL: aldesleukin|BIOLOGICAL: recombinant fowlpox-prostate specific antigen vaccine|BIOLOGICAL: recombinant vaccinia prostate-specific antigen vaccine|BIOLOGICAL: recombinant vaccinia-B7.1 vaccine|BIOLOGICAL: sargramostim|DRUG: nilutamide,,,,National Cancer Institute (NCI),,MALE,"ADULT, OLDER_ADULT",PHASE2,,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000068106|NCI-00-C-0137|MB-NAVY-99-04|NCI-T99-0097,2000-06,2004-10,,2003-01-27,,2015-04-29,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States",
NCT00020267,Vaccine Therapy in Treating Patients With Metastatic Cancer,https://clinicaltrials.gov/study/NCT00020267,,COMPLETED,"RATIONALE: Vaccines made from a peptide may make the body build an immune response and kill tumor cells.

PURPOSE: Randomized phase I trial to study the effectiveness of vaccine therapy in treating patients who have metastatic cancer that has not responded to previous therapy.",NO,Lung Cancer|Adult Soft Tissue Sarcoma|Colorectal Cancer|Bone Cancer|Ovarian Sarcoma|Melanoma|Colon Cancer|Rectal Cancer|Breast Cancer|Eye Cancer|Uterine Sarcoma,DRUG: interleukin-2|DRUG: MAGE-12 peptide vaccine|DRUG: Montanide ISA-51,,,,National Cancer Institute (NCI),,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000068173|NCI-00-C-0182|NCI-1034,2000-07,,,2007-03-06,,2024-03-04,"Surgery Branch, Bethesda, Maryland, 20892, United States",
NCT00021164,Vaccine Therapy in Treating Patients With Metastatic Cancer,https://clinicaltrials.gov/study/NCT00021164,,COMPLETED,"RATIONALE: Vaccines made from a peptide may make the body build an immune response and kill tumor cells.

PURPOSE: Randomized phase II trial to study the effectiveness of vaccine therapy in treating patients who have metastatic cancer.",NO,"Melanoma (Skin)|Unspecified Adult Solid Tumor, Protocol Specific",BIOLOGICAL: aldesleukin|BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: telomerase: 540-548 peptide vaccine,,,,National Cancer Institute (NCI),,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000068756|NCI-01-C-0176|NCI-4970,2001-05,,2004-05,2003-01-27,,2013-06-19,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States",
NCT00028431,Novel Adjuvants for Peptide-Based Melanoma Vaccines,https://clinicaltrials.gov/study/NCT00028431,,COMPLETED,"This is a study to determine the efficacy of a melanoma vaccine chemotherapy cocktail composed of CTLA-4 antibody; tyrosinase, gp100, and MART-1 peptides; and incomplete Freund's adjuvant (IFA) with or without interleukin-12 in patients with resected stage III or IV melanoma.",NO,Melanoma,BIOLOGICAL: MDX-CTLA4 Antibody; Tyrosinase/gp100/MART-1 Peptides Melanoma Vaccine,,,,University of Southern California,,ALL,"ADULT, OLDER_ADULT",PHASE1,19.0,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,FD-R-1975-01|10M-00-4;|FD-R-001975-01,2001-08,2003-01,2005-06,2002-01-09,,2014-05-22,"Universtiy of Southern California/Kenneth Norris, Jr. Comprehensive Cancer Center, Los Angeles, California, 90089, United States",
NCT00028496,Vaccine Therapy With or Without Sargramostim in Treating Patients With Advanced or Metastatic Cancer,https://clinicaltrials.gov/study/NCT00028496,,COMPLETED,Phase I trial to study the effectiveness of vaccine therapy with or without sargramostim in treating patients who have advanced or metastatic cancer. Vaccines may make the body build an immune response to kill tumor cells. Colony-stimulating factors such as sargramostim may increase the number of immune cells found in bone marrow or peripheral blood. Combining vaccine therapy with sargramostim may make tumor cells more sensitive to the vaccine and may kill more tumor cells,NO,Adenocarcinoma of the Colon|Adenocarcinoma of the Gallbladder|Adenocarcinoma of the Pancreas|Adenocarcinoma of the Rectum|Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Cholangiocarcinoma of the Gallbladder|Diffuse Adenocarcinoma of the Stomach|Intestinal Adenocarcinoma of the Stomach|Male Breast Cancer|Mixed Adenocarcinoma of the Stomach|Ovarian Endometrioid Adenocarcinoma|Paget Disease of the Breast With Intraductal Carcinoma|Paget Disease of the Breast With Invasive Ductal Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Breast Cancer|Recurrent Colon Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Pancreatic Cancer|Recurrent Rectal Cancer|Recurrent Salivary Gland Cancer|Salivary Gland Adenocarcinoma|Stage II Malignant Testicular Germ Cell Tumor|Stage II Pancreatic Cancer|Stage III Colon Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Pancreatic Cancer|Stage III Rectal Cancer|Stage III Salivary Gland Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IV Breast Cancer|Stage IV Colon Cancer|Stage IV Gastric Cancer|Stage IV Pancreatic Cancer|Stage IV Rectal Cancer|Stage IV Salivary Gland Cancer|Thyroid Gland Medullary Carcinoma|Unresectable Gallbladder Cancer,BIOLOGICAL: recombinant fowlpox-CEA(6D)/TRICOM vaccine|BIOLOGICAL: sargramostim|BIOLOGICAL: recombinant fowlpox GM-CSF vaccine adjuvant,"Maximum tolerated dose of recombinant fowlpox-CEA(6D)/TRICOM vaccine determined by dose-limiting toxicities graded according to NCI Common Toxicity Criteria, version 2.0, 56 days",,,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",PHASE1,48.0,NIH,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,NCI-2012-02433|FCCC-01016|CDR0000069093,2001-11,2005-11,,2003-01-27,,2013-01-25,"Fox Chase Cancer Center, Philadelphia, Pennsylvania, 19111-2497, United States",
NCT00030602,Vaccine Therapy in Treating Patients With Recurrent Prostate Cancer,https://clinicaltrials.gov/study/NCT00030602,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells.

PURPOSE: Phase II trial to study the effectiveness of vaccine therapy in treating patients who have recurrent prostate cancer.",NO,Prostate Cancer,BIOLOGICAL: PSA prostate cancer vaccine|BIOLOGICAL: incomplete Freund's adjuvant,,,,"University of Maryland, Baltimore",National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE2,,OTHER,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,MSGCC-0074|CDR0000069181|NCI-2812,2000-01,2001-12,2001-12,2004-02-19,,2019-11-05,,
NCT00030823,Vaccine Therapy in Treating Patients at High Risk for Breast Cancer Recurrence,https://clinicaltrials.gov/study/NCT00030823,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response and decrease the recurrence of breast cancer.

PURPOSE: Pilot trial to study the effectiveness of vaccine therapy in treating patients who are at high risk for breast cancer recurrence.",YES,Breast Cancer,BIOLOGICAL: Globo-H-GM2-Lewis-y-MUC1-32(aa)-sTn(c)-TF(c)-Tn(c)-KLH conjugate vaccine|BIOLOGICAL: QS21,"Safety, By assessing the toxicity and will be graded following immunization with polyvalent vaccine in accordance with the NCI Common Toxicity Criteria 2.0., 2 years",,,Memorial Sloan Kettering Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",,14.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,01-019|MSKCC-01019|NCI-H01-0084,2001-03,2009-02,2009-02,2003-01-27,2015-12-30,2015-12-30,"Memorial Sloan-Kettering Cancer Center, New York, New York, 10065, United States",
NCT00036933,Vaccine Therapy Plus QS21 in Treating Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT00036933,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Biological therapies such as QS21 use different ways to stimulate the immune system and stop cancer cells from growing. Combining vaccine therapy with QS21 may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combining vaccine therapy with QS21 in treating patients who have prostate cancer.",NO,Prostate Cancer,BIOLOGICAL: MUC-2-Globo H-KLH conjugate vaccine|BIOLOGICAL: QS21,"safety, 2 years","response, 2 years",,Memorial Sloan Kettering Cancer Center,National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE1,9.0,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,01-140|P30CA008748|MSKCC-01140|NCI-G02-2064,2002-03,2009-03,2009-03,2003-01-27,,2013-03-25,"Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States",
NCT00079157,Vaccine Plus Montanide ISA-51 and Sargramostim in Treating Patients With Stage IV Breast Cancer,https://clinicaltrials.gov/study/NCT00079157,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Giving a vaccine with Montanide ISA-51 and sargramostim may cause a stronger immune response and kill more tumor cells.

PURPOSE: This phase I trial is studying the side effects and best dose of vaccine therapy when given together with Montanide ISA-51 and sargramostim in treating patients with stage IV breast cancer.",NO,Breast Cancer,BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: sargramostim|BIOLOGICAL: telomerase: 540-548 peptide vaccine,,,,Abramson Cancer Center at Penn Medicine,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1,28.0,OTHER,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000354502|UPCC-11102,2004-02,2007-12,2007-12,2004-03-10,,2020-02-05,"Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104-4283, United States",
NCT00091039,"Vaccine Therapy, Chemotherapy, and Radiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed With Surgery",https://clinicaltrials.gov/study/NCT00091039,,COMPLETED,"RATIONALE: Vaccines made from a gene-modified virus may make the body build an immune response to kill tumor cells. Drugs used in chemotherapy, such as paclitaxel and carboplatin, work in different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high energy x-rays to damage tumor cells. Combining vaccine therapy with chemotherapy and radiation therapy may kill more tumor cells.

PURPOSE: This clinical trial is studying how well giving vaccine therapy together with paclitaxel, carboplatin, and radiation therapy works in treating patients with stage III non-small cell lung cancer that cannot be removed with surgery.",NO,Lung Cancer,BIOLOGICAL: recombinant fowlpox GM-CSF vaccine adjuvant|BIOLOGICAL: recombinant fowlpox-CEA(6D)/TRICOM vaccine|BIOLOGICAL: recombinant vaccinia-CEA(6D)-TRICOM vaccine|DRUG: carboplatin|DRUG: paclitaxel|RADIATION: radiation therapy,,,,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",,,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000383146|NCI-04-C-0252|NCI-6439,2004-08,,2006-02,2004-09-08,,2013-06-20,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States",
NCT00091273,Vaccine Therapy in Treating Patients With Ovarian Epithelial or Primary Peritoneal Cancer,https://clinicaltrials.gov/study/NCT00091273,,COMPLETED,"RATIONALE: Vaccines made from peptides may make the body build an immune response to kill tumor cells.

PURPOSE: This phase I trial is studying the side effects of vaccine therapy in treating patients with ovarian epithelial or primary peritoneal cancer.",YES,Ovarian Cancer|Primary Peritoneal Cavity Cancer,BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: ovarian cancer peptide vaccine|BIOLOGICAL: sargramostim|BIOLOGICAL: tetanus toxoid helper peptide|PROCEDURE: adjuvant therapy,"Safety of the Vaccine, Participants kept a toxicity diary during the time frame of interest which was reviewed with a study clinician at each visit., Days 1,8,15,22,29,36,43,50|Measure of Tumor-antigen-specific Immunity in SIN by ELIspot Assay, Day 22","Measure of Tumor-antigen-specific Immunity in PBMC by Elispot Assay, Days 1,8,15,22,29,36,43,50 and Month 3",,University of Virginia,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",PHASE1,9.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,11276|UVACC-OVA3|UVACC-33204,2004-06,2006-02,2007-06,2004-09-09,2014-06-20,2014-06-20,"University of Virginia Cancer Center, Charlottesville, Virginia, 22908, United States",
NCT00109811,Vaccine Therapy in Treating Patients With Recurrent Prostate Cancer,https://clinicaltrials.gov/study/NCT00109811,,COMPLETED,This phase II trial is studying how well vaccine therapy works in treating patients with recurrent prostate cancer. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells,NO,Adenocarcinoma of the Prostate|Recurrent Prostate Cancer,BIOLOGICAL: PSA:154-163(155L) peptide vaccine|BIOLOGICAL: incomplete Freund's adjuvant|OTHER: laboratory biomarker analysis,"Change in frequency of CD8 T-lymphocyte precursors in peripheral blood mononuclear cells (PBMC), measured by ELISPOT assays, A response is defined as at least a 5 fold higher frequency of INF-gamma secreting CD8 T cells after vaccination than before. A patient also will be considered a responder if no specific PSA: 154-163(155L) response was found before vaccination and a specific PSA: 154-163(155L) response is identified after vaccination., From baseline to 1 week after the last dose of study treatment","Effect of treatment on serum prostate-specific antigen level, The PSA reduction is defined as is at least 50% fall in the serum PSA level after vaccination. The proportion of patients who showed a reduction in serum PSA will be estimated and corresponding 95% confidence intervals will be calculated., Up to 4 weeks after completion of study treatment|Incidence of adverse events graded according to NCI CTCAE version 3.0, Up to 4 weeks after completion of study treatment",,National Cancer Institute (NCI),,MALE,"ADULT, OLDER_ADULT",PHASE2,32.0,NIH,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,NCI-2012-02652|GCC-0430|CDR0000428259,2005-03,2007-09,,2005-05-04,,2013-01-23,"University of Maryland Greenebaum Cancer Center, Baltimore, Maryland, 21201-1595, United States",
NCT00148928,Safety & Activity of P501-AS15 Vaccine as a First-line Treatment for Patients With Hormone-sensitive Prostate Cancer Who Show Rising PSA,https://clinicaltrials.gov/study/NCT00148928,,COMPLETED,"Patients with hormone-sensitive prostate cancer and rising PSA, after primary tumor treatment, will be treated with the P501-AS15 vaccine as out-patients. The maximum dose will be 16 vaccinations, given over a period of approximately one year. Thereafter, the patients' long-term safety and PSA status will be followed over a period of approximately 11 months.",NO,"Neoplasms, Prostate",BIOLOGICAL: P501-AS15 vaccine,"Vaccine-related or possibly vaccine-related Grade 3 or 4 adverse event: a. Any Grade 4 toxicity: fatigue (including lethargy, asthenia, malaise) must have a duration of at least 24 hours. b. Any Grade 3 toxicity with a duration of at least 24 hours, During the study|Clinical PSA response","a. For patients who present a PSA response: The duration of PSA response, The duration of PSA control, The duration of log PSA response., During the study|b. Humoral immune response induced by P501-AS15 vaccine: Anti-CPC seropositivity. Anti-P501 seropositivity., At all points during treatment as specified in the study schedule|c. Cellular immune response induced by P501-AS15 vaccine. Frequency of in vitro cellular immune response to CPC P501., At all points during treatment as specified in the study schedule|d. Any toxicity in terms of solicited symptoms, unsolicited symptoms and serious adverse events., During the study|e. All adverse events, whether or not associated with toxicity., During the study|f. General laboratory safety variables., At all points during treatment as specified in the study schedule",,GlaxoSmithKline,,MALE,"ADULT, OLDER_ADULT",PHASE1,25.0,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,102238|104634,2005-03-01,2006-11-07,2006-11-07,2005-09-08,,2017-06-02,"GSK Investigational Site, Bruxelles, 1070, Belgium|GSK Investigational Site, Bruxelles, 1200, Belgium|GSK Investigational Site, Turnhout, 2300, Belgium|GSK Investigational Site, Auxerre Cedex, 89011, France|GSK Investigational Site, Besançon Cedex, 25030, France|GSK Investigational Site, Paris Cedex 05, 75248, France|GSK Investigational Site, Toulouse Cedex 4, 31403, France|GSK Investigational Site, Villejuif Cedex, 94805, France",
NCT00197912,Dendritic Cell Based Therapy of Malignant Melanoma,https://clinicaltrials.gov/study/NCT00197912,,COMPLETED,"The aim of the study is to show if vaccination with autologous dendritic cells pulsed with peptides or tumor lysate in combination with adjuvant cytokines and Cyclophosphamide can induce a measurable immune response in patients with metastatic malignant melanoma, and to evaluate the clinical effect (objective response rate) of the vaccination regime.",NO,Advanced Melanoma,BIOLOGICAL: tumor antigen loaded autologous dendritic cells,"Primary aim of the study is to evaluate tolerability and safety of the treatment, weekly the first four weeks thereafter biweekly","Secondary aims: evaluation of treatment induced immune response and clinical response., after 8 and 16 weeks",,Herlev Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,25.0,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,MM0413,2004-09,2010-04,2010-04,2005-09-20,,2010-04-26,"Department of Oncology, Copenhagen University Hospital, Herlev, Herlev, 2970, Denmark",
