NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00003023,Monoclonal Antibody A1G4 Plus BCG in Treating Patients With Cancer,https://clinicaltrials.gov/study/NCT00003023,,COMPLETED,"RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. Combining monoclonal antibody A1G4 with BCG may kill more tumor cells.

PURPOSE: Phase I trial to study the effectiveness of monoclonal antibody A1G4 plus BCG in treating patients with cancer.",NO,Neuroblastoma|Sarcoma,BIOLOGICAL: BCG vaccine|BIOLOGICAL: monoclonal antibody A1G4 anti-idiotype vaccine,,,,Memorial Sloan Kettering Cancer Center,National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,24,OTHER,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,97-024|P30CA008748|MSKCC-97024|NCI-G97-1268,1997-03,2005-01,,2003-01-27,,2013-01-18,"Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States",
NCT00140738,Safety and Immunogenicity Study of the New dHER2 Vaccine to Treat HER2-positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00140738,,COMPLETED,"Patients will receive a maximum of 18 injections of dHER2 vaccine in a treatment schedule that will last for up to about a year, and thereafter there will be a follow-up period of about one more year.",NO,"Neoplasms, Breast",BIOLOGICAL: GSK Biologicals' 719125,"Vaccine-related Grade 3 or 4 toxicity (other than skin toxicity and influenza-like symptoms) according to the Common Terminology Criteria for Adverse Events version 3.0, During the study.|Objective clinical response (CR or PR), At each tumor evaluation (Visits 7, 14 and 21)","Stable disease, At each tumor evaluation (Visits 7, 14 and 21)|Mixed response, At each tumor evaluation (Visits 7, 14 and 21)|Time to disease progression, At the time of analysis.|Time to onset of response, defined as time from first vaccination to the initial response, At the time of analysis.|The duration of overall response is measured from the time that measurement criteria are met for complete response or partial response until the first date that recurrent or progressive disease is objectively documented, At the time of analysis.|Anti-dHER2, anti-HER2 ECD and anti-HER2 ICD seropositivity., At all point during treatment (as specified in the study schedule)|Functional activity in vitro, At all point during treatment (as specified in the study schedule)|Frequency of cellular immune response in vitro to dHER2, HER2 ECD and HER2 ICD, At all point during treatment (as specified in the study schedule)|Adverse events of Grades 3 and 4, Throughout the study|Adverse events related to potential cardiotoxicity, Throughout the study|Solicited local and general signs and symptoms (recorded by the patients on diary cards), During a period of four days following each administration of study vaccine|Unsolicited adverse events (serious and non-serious), At any time during the study|Unsolicited serious adverse events, At any time during the study|Any documented toxicity, At any time during the study|Left ventricular ejection fraction, At screening and at appropriate intervals during treatment.|Laboratory values: hematological and biochemical variables (including coagulation)., at all point during treatment as specified in the study schedule|Vital signs., at each administration|Electrocardiographic results, at the end of cycle 1 and cycle 2 and at first follow-up visit|Results of physical examination, At each visit",,GlaxoSmithKline,,FEMALE,"ADULT, OLDER_ADULT",PHASE1,3,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,100633|2004-001120-20,2005-03-10,2008-09-29,2009-09-29,2005-09-01,,2019-12-27,"GSK Investigational Site, Charleroi, 6000, Belgium|GSK Investigational Site, Hasselt, 3500, Belgium|GSK Investigational Site, Ottignies, 1340, Belgium|GSK Investigational Site, Bogotá, 11001000, Colombia|GSK Investigational Site, Lyon Cedex 08, 69373, France|GSK Investigational Site, Montpellier Cedex 5, 34298, France|GSK Investigational Site, Paris Cedex 05, 75248, France|GSK Investigational Site, Saint-Cloud, 92210, France|GSK Investigational Site, Saint-Herblain, 44805, France|GSK Investigational Site, Toulouse cedex, 31052, France|GSK Investigational Site, Vandoeuvre-Les-Nancy, 54511, France|GSK Investigational Site, Roma, Lazio, 00133, Italy|GSK Investigational Site, Milano, Lombardia, 20141, Italy|GSK Investigational Site, Lima, Lima 34, Peru",
NCT04713514,OSE2101 Alone or in Combination With Pembrolizumab vs BSC in Patient With Platinum-sensitive Recurrent OC,https://clinicaltrials.gov/study/NCT04713514,TEDOVA,RECRUITING,"The proposed study is an international randomized phase II, multicenter, open-label, three arms trial to assess best supportive care (BSC) vs OSE2101 and vs OSE2101 + pembrolizumab as maintenance treatment for patients with platinum sensitive relapsed ovarian cancers, previously treated with chemotherapy (regardless of the number of prior lines of platinum-based chemotherapy), bevacizumab (if eligible) and a PARP inhibitor (if eligible).

Patients in Complete Response, Partial Response, or Stable Disease at the end of chemotherapy with at least 4 cycles of platinum based chemotherapy will be randomized in one of the three arms (randomization 1:1:2). They will receive one or the two study treatments or BSC until progression, or intolerance, or up to 2 years (from 1st study treatment dose).",NO,Platinum-sensitive Ovarian Cancer|Relapsed Ovarian Cancer,DRUG: OSE2101|DRUG: Pembrolizumab 25 MG/ML [Keytruda],"Progression free survival (PFS), Progression-free survival (PFS) is the time from randomization to progression measured radiologically using RECIST v1.1 guidelines as reported by the investigator or death, whatever the cause, whichever comes first. Patients alive and free of progression at the cut-off date will be censored at the last tumor assessment date, from date to randomization to date of event, assessed up to 4 years","Objective response rate (ORR), Objective response rate is defined using RECIST v1.1. Best overall response is defined as the best radiological response observed over the whole evaluation period before progression or subsequent anti-cancer treatment. Proportion of partial and complete responses over the treated population will be computed., from date to randomization to date of event, assessed up to 4 years|Incidence of treatment emergent adverse events, Incidence of treatment emergent adverse events will be assessed based on NCI CTC-AE version 5.0 grade and according MedDRA terms (version 23.0), from date to randomization to date of study end, assessed up to 4 years|Time to subsequent first treatments (TTST-1), Time to subsequent treatment (TTST) is the time from randomization to initiation of a first subsequent treatment (including treatment change due to toxicity or investigator's decision). Deaths will be counted as events. Patients alive and not receiving a subsequent treatment will be censored at the last assessment date., from date to randomization to date of event, assessed up to 4 years|Time to subsequent second treatments (TTST-2), Time to subsequent treatment (TTST) is the time from randomization to initiation of second subsequent treatment (including treatment change due to toxicity or investigator's decision). Deaths will be counted as events. Patients alive and not receiving a subsequent treatment will be censored at the last assessment date., from date to randomization to date of event, assessed up to 4 years|Overall Survival (OS), Overall Survival (OS) is defined as time from randomization to the date of death, whatever the cause. Patients alive at the cut-of date will be censored at the last date they are known to be alive, from date to randomization to death from any cause, assessed up to 4 years",,ARCAGY/ GINECO GROUP,OSE Immunotherapeutics|Merck Sharp & Dohme LLC,FEMALE,"ADULT, OLDER_ADULT",PHASE2,180,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,GINECO-OV244b|2020-004364-25|ENGOT-ov58,2021-08-05,2025-12,2025-12,2021-01-19,,2024-06-18,"UZ Leuven, Leuven, 3000, Belgium|Centre Hospitalier de l'Ardenne Vivalia, Libramont, 6800, Belgium|Centre Hospitalier Universitaire de Liège, Liege, 4000, Belgium|ICO Paul Papin, Angers, 49055, France|Institut du Cancer Avignon-Provence, Avignon, 84000, France|Centre Hospitalier de la Côte Basque, Bayonne, 64109, France|CHU Besançon - Hôpital Jean Minjoz, Besançon, 25030, France|Institut Bergonié, Bordeaux, 33076, France|Centre François Baclesse, Caen, 14000, France|Centre d'Oncologie et de Radiothérapie 37, Chambray-lès-Tours, 37170, France|Centre Hospitalier de Cholet, Cholet, 49300, France|Centre Jean PERRIN, Clermont-Ferrand, 63011, France|Centre Georges François Leclerc, Dijon, 21000, France|CHU Grenoble-Alpes - Site Nord (La Tronche), Grenoble, 38043, France|Centre Oscar Lambret, Lille, 59020, France|CHU Limoges - Dupuytren, Limoges, 87042, France|Hôpital Privé Jean Mermoz, Lyon, 69008, France|Centre Léon Bérard, Lyon, 69373, France|Institut Paoli Calmettes, Marseille, 13009, France|ICM - Val d'Aurelle, Montpellier, 34298, France|Hôpital Privé du Confluent, Nantes, 44202, France|Centre Antoine Lacassagne, Nice, 06100, France|Hôpital Pitié-Salpêtrière - AP-HP, Paris, 75013, France|Hôpital Cochin, Paris, 75014, France|Groupe Hospitalier Diaconesses-Croix Saint-Simon, Paris, 75020, France|Center Hospitalier de Pau, Pau, 64000, France|Centre Hospitalier Lyon Sud, Pierre-Bénite, 69495, France|Centre CARIO - HPCA, Plérin, 22190, France|Centre Eugène Marquis, Rennes, 35042, France|ICO - Centre René Gauducheau, Saint-Herblain, 44805, France|Centre Hospitalier Broussais, Saint-Malo, 35400, France|CHU de Saint-Etienne - Pôle de Cancérologie, Saint-Priest-en-Jarez, 42271, France|Institut de Cancérologie de Strasbourg Europe - ICANS, Strasbourg, 67200, France|Institut Claudius Régaud, Toulouse, 31059, France|ICL - Centre Alexis Vautrin, Vandœuvre-lès-Nancy, 54511, France|Gustave Roussy, Villejuif, 94805, France|Universitätsklinikum Carl Gustav Carus, Dresden, 01307, Germany|Universitätsklinikum Düsseldorf, Düsseldorf, 40225, Germany|Evang. Kliniken Essen-Mitte GmbH, Essen, 45136, Germany|Universitätsklinikum Leipzig, Leipzig, 04103, Germany|Universitätsmedizin Mainz, Mainz, 55131, Germany|Universitätsmedizin Mannheim GmbH, Mannheim, 68167, Germany|Universitätsklinikum Ulm, ULM, 89075, Germany",
NCT05045755,The Durability of Protection and Immuno-persistence Study of a Recombinant HPV 16/18 Bivalent Vaccine in Female,https://clinicaltrials.gov/study/NCT05045755,,RECRUITING,"The primary objective of this study is to evaluate the durability of protection and immuno-persistence of Recombinant Human Papillomavirus Bivalent (Types 16,18) Vaccine administered in females aged 18-45 years.",NO,Cervical Intraepithelial Neoplasia|Cervical Cancer|Vaginal Intraepithelial Neoplasia|Vulvar Intraepithelial Neoplasia|Persistent Infection,"BIOLOGICAL: Recombinant Human Papillomavirus Bivalent (Types 16, 18) Vaccine (Escherichia coli)","Number of Subjects With CIN2+ and/or VIN2+ and/or VaIN2+ Associated With HPV-16 and/or -18 Cervical Infection on 90m and 114m after dose 1, To observe the number of Subjects With Histopathologically-confirmed CIN2+ and/or VIN2+ and/or VaIN2+ Associated With HPV-16 and/or -18 Cervical Infection on 90m and 114m after dose 1, expected 2-3 years|Number of Subjects With HPV-16 and/or -18 persistent cervical infection(6-month+ definition) on 90m and 114m after dose 1, To detect the HPV16 and HPV18 DNA on the gynecological specimens ( Cervical exfoliated cell specimens and biopsy specimens) collected from the subjects, expected 2-3 years","Anti-HPV16 and anti-HPV18 type-specific IgG antibody level on 90m and 114m after dose 1, To detect the anti-HPV 16 and anti-HPV 18 seroconversion rates and geometric mean concentrations on 90m and 114m after dose 1, expected 2-3 years",,Jun Zhang,"Xiamen Innovax Biotech Co., Ltd|Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",FEMALE,ADULT,,1339,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,HPV-PRO-003-2,2021-04-13,2023-08-10,2024-01,2021-09-16,,2023-01-26,"Henan Cancer Hospital, Zhengzhou, Henan, 450008, China",
NCT00145158,Immunization With 8 Peptides Mixed With CpG 7909 or Montanide ISA51 in Patients With Metastatic Cutaneous Melanoma,https://clinicaltrials.gov/study/NCT00145158,,TERMINATED,The purposes of this study are to describe the immune response to individual peptides after immunization with a combination of 8 peptides and CpG 7909 or Montanide ISA51; to determine the safety of the vaccines and; to document the tumor response in patients receiving the vaccines.,YES,Malignant Melanoma,BIOLOGICAL: 8 HLA-A2-restricted peptides and Montanide ISA51|BIOLOGICAL: 8 HLA-A2-restricted peptides and CpG 7909,"Number of Patients With Cytotoxic T-lymphocyte (CTL) Response to Individual Peptides After Immunization With a Combination of 8 Peptides and CpG 7909 or Montanide ISA51., Peripheral blood lymphocytes (PBL) were collected prior to the first dose of vaccine and after the completion of the six vaccinations in Week 13. Specific CTL directed against the 8 vaccine antigens ( NA17.A2, MAGE-1.A2, MAGE-3.A2, MAGE-4.A2, MAGE-10.A2, MAGE-C2.A2 and Tyrosinase.A2) was assessed by using re-stimulation in vitro, followed by staining with the corresponding tetramer (MLPC/tetramer). A patient was considered to have a positive CTL response when the post-vaccine CTL response against at least one of the vaccine antigens was ten times higher than the corresponding pre-treatment value., Week 13","Number of Patients With Dose Limiting Toxicities (DLT)., Toxicity was evaluated according to the National Cancer Institute (CTC Scale Version 3.0, published December 12, 2003).

Dose limiting toxicity (DLT) is defined as:

* Any Grade 3 hematological or non-hematological toxicity other than skin or flu-like symptoms
* Any Grade 4 toxicity To be dose-limiting, an adverse event must be definitely, probably, or possibly related to the administration of the investigational agent., up to Week 13|Number of Patients With Tumor Responses After Immunization With a Combination of 8 Peptides and CpG 7909 or Montanide ISA51 as Measured by RECIST., Tumor response was assessed according to the Response Evaluation Criteria in Solid Tumors (RECIST). Tumor measurements were taken at screening and at the end of Cycle 1 in Week 13. Per RECIST, target lesions are categorized as follows: Complete Response (CR): Disappearance of all target lesions; Partial Response (PR): ≥ 30% decrease in the sum of the longest diameter of target lesions; Progressive Disease (PD): ≥ 20% increase in the sum of the longest diameter of target lesions; Stable Disease (SD): small changes that do not meet above criteria., Week 13|Number of Patients With Cytotoxic T-lymphocyte (CTL) Responses and Tumor Expression of the Corresponding Genes., Gene expression was determined by RT-PCR on a pre-treatment tumor sample. The correlation of the induction of a CTL response against a defined antigen to the prior expression of the gene coding for this antigen by the tumor removed before vaccination was assessed., Week 13",,Ludwig Institute for Cancer Research,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,23,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,LUD2003-007,2005-01,2007-11-30,2009-03-12,2005-09-05,2022-04-07,2022-10-10,"Clinique Universitaires St-Luc, Brussels, B-1200, Belgium|Ludwig Institute for Cancer Research, Brussels, B-1200, Belgium",
NCT01970358,A Phase I Study With a Personalized NeoAntigen Cancer Vaccine in Melanoma,https://clinicaltrials.gov/study/NCT01970358,,COMPLETED,"This research study is evaluating a new type of melanoma vaccine called ""Personalized NeoAntigen Cancer Vaccine"". The purpose of this study is to determine if it is possible to make and administer safely a vaccine against melanoma by using information gained from specific characteristics of the participant's own melanoma. It is known that melanomas have mutations (changes in genetic material) that are specific to an individual patient and tumor. These mutations can cause the tumor cells to produce proteins that appear very different from the body's own cells. It is possible that these proteins used in a vaccine may induce strong immune responses, which may help the participant's body fight any tumor cells that could cause the melanoma to come back in the future. The study will examine the safety of the vaccine when given at several different time points and will examine the participant's blood cells for signs that the vaccine induced an immune response.",NO,Melanoma,BIOLOGICAL: Poly-ICLC|BIOLOGICAL: Peptides,"Number of participants experiencing clinical and laboratory adverse events (AEs), 7 weeks from first study drug administration|Number of participants for whom sequencing and analysis leads to identification of at least 10 actionable peptides to initiate vaccine production, 12 weeks","Number of participants with specific cellular immune responses following administration of NeoVax, 16 weeks|Number of participants alive without progression at two years after surgery following administration of NeoVax, 2 Years",,"Patrick Ott, MD",,ALL,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,13-240,2014-01,2015-09,2018-06,2013-10-28,,2020-12-09,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States|Dana Farber Cancer Institute, Boston, Massachusetts, 02115, United States",
NCT00028496,Vaccine Therapy With or Without Sargramostim in Treating Patients With Advanced or Metastatic Cancer,https://clinicaltrials.gov/study/NCT00028496,,COMPLETED,Phase I trial to study the effectiveness of vaccine therapy with or without sargramostim in treating patients who have advanced or metastatic cancer. Vaccines may make the body build an immune response to kill tumor cells. Colony-stimulating factors such as sargramostim may increase the number of immune cells found in bone marrow or peripheral blood. Combining vaccine therapy with sargramostim may make tumor cells more sensitive to the vaccine and may kill more tumor cells,NO,Adenocarcinoma of the Colon|Adenocarcinoma of the Gallbladder|Adenocarcinoma of the Pancreas|Adenocarcinoma of the Rectum|Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Cholangiocarcinoma of the Gallbladder|Diffuse Adenocarcinoma of the Stomach|Intestinal Adenocarcinoma of the Stomach|Male Breast Cancer|Mixed Adenocarcinoma of the Stomach|Ovarian Endometrioid Adenocarcinoma|Paget Disease of the Breast With Intraductal Carcinoma|Paget Disease of the Breast With Invasive Ductal Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Breast Cancer|Recurrent Colon Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Pancreatic Cancer|Recurrent Rectal Cancer|Recurrent Salivary Gland Cancer|Salivary Gland Adenocarcinoma|Stage II Malignant Testicular Germ Cell Tumor|Stage II Pancreatic Cancer|Stage III Colon Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Pancreatic Cancer|Stage III Rectal Cancer|Stage III Salivary Gland Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IV Breast Cancer|Stage IV Colon Cancer|Stage IV Gastric Cancer|Stage IV Pancreatic Cancer|Stage IV Rectal Cancer|Stage IV Salivary Gland Cancer|Thyroid Gland Medullary Carcinoma|Unresectable Gallbladder Cancer,BIOLOGICAL: recombinant fowlpox-CEA(6D)/TRICOM vaccine|BIOLOGICAL: sargramostim|BIOLOGICAL: recombinant fowlpox GM-CSF vaccine adjuvant,"Maximum tolerated dose of recombinant fowlpox-CEA(6D)/TRICOM vaccine determined by dose-limiting toxicities graded according to NCI Common Toxicity Criteria, version 2.0, 56 days",,,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",PHASE1,48,NIH,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,NCI-2012-02433|FCCC-01016|CDR0000069093,2001-11,2005-11,,2003-01-27,,2013-01-25,"Fox Chase Cancer Center, Philadelphia, Pennsylvania, 19111-2497, United States",
NCT00204516,Vaccination With Tumor mRNA in Metastatic Melanoma - Fixed Combination Versus Individual Selection of Targeted Antigens,https://clinicaltrials.gov/study/NCT00204516,,COMPLETED,The purpose of the vaccination protocol is to induce specific immune responses against melanoma associated antigens by intradermal injections of mRNA coding for the corresponding antigen.,NO,Malignant Melanoma,BIOLOGICAL: mRNA coding for melanoma associated antigens|DRUG: GM-CSF,"Tolerability, Side effects will be monitored using CTCAE criteria. Tolerability and toxicity profiles will be calculated., every 4 weeks",,,University Hospital Tuebingen,German Research Foundation,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,31,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,RNA-Mel-03,2007-04,2011-08,2012-12,2005-09-20,,2013-01-16,"Department of Dermatology, University of Tuebingen, Tuebingen, 72076, Germany",
NCT03400917,Autologous Dendritic Cells Loaded With Autologous Tumor Associated Antigens for Treatment of Newly Diagnosed Glioblastoma,https://clinicaltrials.gov/study/NCT03400917,,UNKNOWN,"This is a single-arm, open-label phase II clinical trial in which approximately 55 patients with newly diagnosed glioblastoma (GBM) will be enrolled with the intent to receive an autologous dendritic cell vaccine consisting of autologous dendritic cells loaded with autologous tumor-associated antigens (AV-GBM-1).",NO,Newly Diagnosed Glioblastoma,BIOLOGICAL: AV-GBM-1,"Primary Efficacy Endpoint: Overall Survival, Overall Survival: time to death from date of enrollment for intent-to-treat with AV-GBM-1, 3 years",,,"Aivita Biomedical, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,55,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CL-GBM-P01,2018-06-20,2021-12-01,2023-02,2018-01-17,,2021-12-16,"Scripps Health, La Jolla, California, 92037, United States|UC San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, 92663, United States|UC Irvine Medical Center, Orange, California, 92868, United States|UC Davis Comprehensive Cancer Center, Sacramento, California, 95817, United States|John Wayne Cancer Institute, Santa Monica, California, 90404, United States|Norton Cancer Institute, Louisville, Kentucky, 40202, United States|Rutgers Cancer Institute, New Brunswick, New Jersey, 08903, United States",
NCT00727441,Vaccine Therapy With or Without Cyclophosphamide in Treating Patients Undergoing Chemotherapy and Radiation Therapy for Stage I or Stage II Pancreatic Cancer That Can Be Removed by Surgery,https://clinicaltrials.gov/study/NCT00727441,,COMPLETED,"RATIONALE: Vaccines made from gene-modified tumor cells may help the body build an effective immune response to kill pancreatic cancer cells. Drugs used in chemotherapy, such as cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving vaccine therapy together with cyclophosphamide may kill more tumor cells. It is not yet known whether vaccine therapy is more effective with or without cyclophosphamide in treating patients with pancreatic cancer.

PURPOSE: This randomized clinical trial is studying the side effects of vaccine therapy and to see how well it works when given with or without cyclophosphamide in treating patients undergoing chemotherapy and radiation therapy for stage I or stage II pancreatic cancer that can be removed by surgery.",YES,Pancreatic Cancer,BIOLOGICAL: GVAX pancreatic cancer vaccine|DRUG: cyclophosphamide,"Safety as Measured by Number of Participants With Treatment-related Grade 3 or 4 Local and Systemic Toxicity as Defined by NCI CTCAE v3.0, 7 years|Amount of T-regulatory Cells (Tregs) and CD4+ and CD8+ Effector T Cells, After Neoadjuvant GVAX Pancreatic Cancer Vaccination., up to 8 years|Change in the Number and Function of Peripheral Mesothelin-specific CD8+ T Cells and CD4+, FoxP3+, and GITR+ Tregs, Change in the number and function of peripheral mesothelin-specific CD8+ T cells and CD4+, FoxP3+, and GITR+ Tregs after each GVAX pancreatic cancer vaccination when administered alone or in combination with a single dose or metronomic doses of cyclophosphamide., up to 8 years","Overall Survival, OS will be measured from date of randomization until death or end of follow-up (OS will be censored on the date the subject was last known to be alive for subjects without documentation of death at the time of analysis). Estimation based on the Kaplan-Meier curve., 10 years and 7 months|Disease Free Survival, Disease free survival is defined as the time interval from the date of randomization to the date of radiographic evidence of disease recurrence. Estimation based on the Kaplan-Meier curve., 10 years and 7 months",,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,87,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,J0810|P30CA006973|J0810|CDR0000600355|NA_00015858,2008-07-02,2015-05,2019-02,2008-08-04,2019-06-05,2020-02-25,"Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, 21231-2410, United States",
NCT00005841,Vaccine Therapy in Treating Patients With Stage III or Stage IV Melanoma,https://clinicaltrials.gov/study/NCT00005841,,TERMINATED,"RATIONALE: Vaccines made from melanoma cells may make the body build an immune response to kill tumor cells. Vaccine therapy plus filgrastim combined with a specific protein may be a more effective treatment for melanoma.

PURPOSE: This phase I trial is studying the side effects and best dose of vaccine therapy in treating patients with stage III or stage IV melanoma that has been completely removed during surgery.",NO,Intraocular Melanoma|Melanoma (Skin),BIOLOGICAL: MART-1 antigen|BIOLOGICAL: gp100 antigen|BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: progenipoietin|BIOLOGICAL: tyrosinase peptide,,,,University of Southern California,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1,15,OTHER,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,CDR0000067857 (10M-99-3)|LAC-USC-10M993|LAC-USC-IRB-99B028|NCI-470,2000-06,2000-12,2002-10,2004-05-26,,2014-05-22,"USC/Norris Comprehensive Cancer Center, Los Angeles, California, 90033-0800, United States|City of Hope National Medical Center, Los Angeles, California, 91010, United States",
NCT00295958,LMB-2 Immunotoxin and Vaccine Therapy in Treating Patients With Metastatic Melanoma That Cannot Be Removed By Surgery,https://clinicaltrials.gov/study/NCT00295958,,COMPLETED,"RATIONALE: The LMB-2 immunotoxin can find tumor cells and kill them without harming normal cells. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Giving LMB-2 immunotoxin together with vaccine therapy may kill more tumor cells.

PURPOSE: This phase II trial is studying how well giving LMB-2 immunotoxin together with vaccine therapy works in treating patients with metastatic melanoma that cannot be removed by surgery.",NO,Melanoma (Skin)|Non-melanomatous Skin Cancer,BIOLOGICAL: LMB-2 immunotoxin|BIOLOGICAL: MART-1 antigen|BIOLOGICAL: gp100 antigen|BIOLOGICAL: incomplete Freund's adjuvant,Objective clinical response rate,"Changes in levels of CD4+, CD25+ regulatory T cells|Ability of LMB-2 to augment peptide vaccination|Toxicity",,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,26,NIH,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: NONE|Primary Purpose: TREATMENT,060041|06-C-0041|NCI-7542|NCI-P6702|CDR0000462165,2005-12,2006-06,2008-07,2006-02-24,,2012-06-14,"Warren Grant Magnuson Clinical Center - NCI Clinical Trials Referral Office, Bethesda, Maryland, 20892-1182, United States|NCI - Surgery Branch, Bethesda, Maryland, 20892-1201, United States",
NCT02411786,A Phase I Study of a DNA Vaccine Encoding Androgen Receptor Ligand-Binding Domain (AR LBD) +/-GMCSF,https://clinicaltrials.gov/study/NCT02411786,,COMPLETED,The purpose of this study is to determine if a vaccine called pTVG-AR can enhance the participant's immune response against prostate cancer.,NO,Prostate Cancer,BIOLOGICAL: pTVG-AR|BIOLOGICAL: gm-csf,"Number and severity of adverse events following serial intradermal vaccinations of a DNA vaccine encoding AR LBD, with or without GM-CSF as an adjuvant, in patients with metastatic prostate cancer, From first immunization to Week 72|Immune Response Rate, From first immunization to Week 72","Median Progression-Free Survival, Median time to PSA progression will be determined as a function of the date the participant started on androgen deprivation and as a function of treatment start date (week 0). Development of new metastases or discontinuation of study to begin other therapy, while not expected to precede a PSA progression endpoint, would also constitute a progression endpoint., From first immunization to Week 72|18-Month Progression-Free Survival, 18 months|The proportion of patients with a T-cell immune response., Generation of AR LBD-specific peptide-specific CD8+ T cells as defined by ELISPOT and tetramer staining, From first immunization to Week 72|The number of patients that generate antigen specific tolerance, Antigen-specific tolerance generation following multiple immunizations, From first immunization to Week 72|Association between pre-existing immune responses to the AR LBD and development of subsequent effector and memory T-cell immune response, From first immunization to Week 72|Association between development of antigen-specific T cells and 18-month progression-free survival, From first immunization to Week 72",,"University of Wisconsin, Madison",Madison Vaccines Incorporated,MALE,"ADULT, OLDER_ADULT",PHASE1,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,UW14072|2014-1456|A534260|SMPH/MEDICINE/MEDICINE*H|NCI-2015-00808,2015-08-24,2019-05-01,2020-11-28,2015-04-08,,2021-02-04,"Cancer Institute of New Jersey, New Brunswick, New Jersey, 08903, United States|University of Washington Seattle Cancer Care Alliance, Seattle, Washington, 98109, United States|University of Wisconsin Carbone Cancer Center, Madison, Wisconsin, 53792, United States",
