NCT Number	Study Summary
NCT00019994	Study Title: Vaccine Therapy in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. PURPOSE: Phase II trial to study the effectiveness of vaccine therapy in treating patients who have metastatic melanoma that has not responded to previous therapy.
NCT00003362	Study Title: Vaccine Therapy Plus Immune Adjuvants in Treating Patients With Advanced Melanoma. Brief Summary: RATIONALE: Vaccines made from peptides that are found on melanoma cells may make the body build an immune response and kill melanoma cells. Combining vaccine therapy with immune adjuvants, such as GM-CSF, Montanide ISA-51, or QS21, may be a more effective treatment for advanced melanoma. PURPOSE: Randomized phase II trial to study the effectiveness of gp 100-tyrosinase peptide vaccine with one of the immune adjuvants GM-CSF, Montanide ISA-51, or QS21 in treating patients who have stage III or stage IV melanoma.
NCT00384891	Study Title: Hyperthermia Treatment in Conjunction With Mitomycin C Versus Bacillus Calmette-Guérin Immunotherapy (BCG) for Superficial Bladder Cancer. Brief Summary: The study is designed to compare the efficacy and safety of 2 treatment types for the prevention of tumor recurrence of superficial bladder cancer: 1. A combination of bladder wall heating and local chemotherapy (Synergo) 2. Bacillus Calmette-Guérin (BCG).
NCT02754362	Study Title: A Toll-like Receptor Agonist as an Adjuvant to Tumor Associated Antigens (TAA) Mixed With Montanide ISA-51 VG With Bevacizumab for Patients With Recurrent Glioblastoma. Brief Summary: This is a phase II study to determine the immunogenicity and efficacy of a vaccine composed of tumor associated long synthetic peptides mixed with Montanide ISA-51 VG administered with polyinosinic-polycytidylic acid - poly-L-lysine carboxymethylcellulose (Poly-ICLC) and bevacizumab in adults with recurrent glioblastoma.
NCT00478062	Study Title: Vaccine Therapy in Treating Patients Who Have Received First-Line Therapy for Hodgkin's Lymphoma. Brief Summary: RATIONALE: Vaccines made from a tumor antigen may help the body build an effective immune response to kill tumor cells. PURPOSE: This phase I/II trial is studying the side effects and how well vaccine therapy works in treating patients who have received first-line therapy for Hodgkin's lymphoma.
NCT06051760	Study Title: NV-001 in the Treatment of Advanced Solid Tumors. Brief Summary: This study is a single-center, open, dose-escalation Phase I clinical study. It is designed to evaluate the safety, tolerability, preliminary efficacy and immunogenicity of treating NV-001, a king of hybrid-membrane-based tumor vaccine in patients with advanced solid tumors.
NCT01258868	Study Title: Tumor Cell Vaccines With ISCOMATRIX Adjuvant and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers and Malignant Pleural Mesotheliomas. Brief Summary: Background: - Recent research has shown that causing an immune response to tumor cells may help slow or stop the growth of tumors. One treatment that has come from this research involves collecting and modifying a cancer patient's tumor cells in the laboratory, then returning the cells to the patient as a vaccine to encourage the immune system to respond to them. Researchers are interested in testing tumor cell vaccines with an experimental drug called ISCOMATRIX , which can be added to a vaccine in order to elicit a stronger immune response in the body. ISCOMATRIX has not been approved for sale and use in any country and its use is still experimental, though it has been tested and used safely in other clinical studies. Researchers are also interested in determining whether the anti-inflammatory drug celecoxib will improve the body's immune reaction if given with the vaccine. Objectives: - To assess the safety and effectiveness of tumor cell vaccines given with ISCOMATRIX and celecoxib in the treatment of lung and esophagus cancers. Eligibility: * Individuals at least 18 years of age who have primary small cell or non-small cell lung cancer, esophageal cancer, or pleural mesothelioma that can be removed by surgery. * Only individuals whose tumor cells are able to produce a tumor cell line for vaccine development will be eligible for treatment. Design: * Participants will be screened with a physical examination and medical history, and will have tumor tissue collected during their surgery to determine whether the tumor cells can be used to produce a vaccine. * Participants will take celecoxib twice daily for 7 days before having the first tumor cell vaccination. Participants will also have leukapheresis to collect blood cells for testing before the first vaccination. * Participants will receive one vaccine (which may be given in two shots) monthly for 6 months, and will continue to take celecoxib twice daily. One month after the 6th vaccine shot, participants will have another leukapheresis and skin test. If these tests show that a participant is responding to the vaccine, additional vaccines will be given every 3 months for up to 2 years. * Participants will have a physical exam and lab tests before each vaccination, blood samples and imaging studies every 3 months, and a skin test every 6 months. * Participants will have regular followup visits with imaging studies and blood samples for up to 5 years after the first vaccination, or until a new tumor develops.
NCT03714529	Study Title: A Study of IO103 in Montanide Adjuvant for Basal Cell Carcinoma. Brief Summary: A single center, open-label, phase IIa, single arm, window of opportunity trial with IO103 and Montanide adjuvant in patients with surgically resectable BCC.
NCT01313429	Study Title: Tumor Cell Vaccine for Patients Undergoing Surgery for Sarcomas, Melanomas, Germ Cell Tumors, or Malignancies That Have Metastasized to the Lungs, Pleura, or Mediastinum. Brief Summary: Background: - Certain types of cancers, including sarcoma and melanoma, have specific antigens (protein molecules) on their surfaces. Research has shown that producing an immune reaction to these antigens may be able to keep tumors from growing by encouraging the immune system to destroy the tumor cells. By creating a vaccine that contains antigens similar to those found on the cancer cells, researchers hope to cause an immune reaction that targets the cancer cells. However, more research is needed to determine the safety and effectiveness of this type of vaccine treatment. Objectives: - To determine whether a tumor cell vaccine, given to individuals who have had surgery to remove malignant tumors from the chest, can cause an immune reaction that will prevent the tumors from coming back. Eligibility: - Individuals at least 18 years of age who have been diagnosed with cancer that has spread to the lungs, pleura, or mediastinum, and have recently had surgery to remove tumors in the chest. Design: * Participants will be screened with a physical examination and medical history, as well as blood tests and imaging studies. * Participants will have the option to have leukapheresis to collect white blood cells for studies on how the body is responding to the vaccine. Participants who agree to have this procedure will have it before the start of treatment and after the sixth and eighth vaccines. * Seven days before the first vaccine, participants will receive the chemotherapy drugs celecoxib and cyclophosphamide to take twice a day at home. * Participants will receive the experimental vaccine as an injection in the thigh or arm, and may receive it in two shots depending on how many cells are in each vaccine. Participants will receive a diary to monitor medication doses and side effects, as well as additional cyclophosphamide and celecoxib to take at home as directed by the study. * Participants will have one vaccine every month for 6 months, and will have regular blood tests and imaging studies. After the sixth vaccine, participants who have successfully responded to the treatment will have two additional vaccines given 3 months apart. * After the eighth vaccine, participants will have followup visits every 3 months for 1 year and then every 6 months for up to 4 years....
NCT00091104	Study Title: Cyclophosphamide and Fludarabine Followed by Vaccine Therapy, Gene-Modified White Blood Cell Infusions, and Aldesleukin in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Inserting a laboratory-treated gene into a person's white blood cells may make the body build an immune response to kill tumor cells. Giving cyclophosphamide and fludarabine before a white blood cell infusion may suppress the immune system and allow tumor cells to be killed. Vaccines may make the body build an immune response to kill tumor cells. Aldesleukin may stimulate a person's white blood cells to kill tumor cells. Combining white blood cell infusion with vaccine therapy and aldesleukin may cause a stronger immune response and kill more tumor cells. PURPOSE: This phase I trial is studying the side effects and best dose of gene-modified white blood cells when given together with cyclophosphamide, fludarabine, vaccine therapy, and aldesleukin and to see how well it works in treating patients with metastatic melanoma.
NCT00329368	Study Title: Safety and Tolerability Study of FolateImmune in Combination With Cytokines in Patients With Refractory or Metastatic Cancer. Brief Summary: This is a Phase 1b clinical trial to assess the safety and tolerability of vaccination with EC90 (KLH-FITC) and GPI-0100 (adjuvant) followed by treatment with EC17 (Folate-FITC) in combination with low-dose cytokines (IL-2 and IFN-alpha) in patients with metastatic or refractory cancer.
NCT02429440	Study Title: Adjuvant Antigen Specific Immunotherapy in Patients With Advanced Renal Cell Carcinoma Using Tumor Associated Peptides. Brief Summary: Clinical Phase I/II study to investigate the feasibility and tolerability of synthetic adjuvant peptide immunisation in combination with immune adjuvants (granulocyte macrophage colony stimulating factor; Montanide ISA-51) in patients with advanced renal cell cancer (RCC).
NCT00488592	"Study Title: Peptide Vaccinations to Treat Patients With Low-Risk Myeloid Cancers. Brief Summary: This study will test the safety and effectiveness of two vaccines on slowing disease progression, improving blood counts, reducing the need for transfusions of blood and platelets, or achieving remission in patients with myelodysplastic syndrome (MDS, also known as myelodysplasia), acute myeloid leukemia (AML) or chronic myeloid leukemia (CML). The vaccines consist of peptides (parts of proteins) found in MDS, AML and CML stem cells, combined with a substance called ""MontanideTM"". They are administered with granulocyte- macrophage colony- stimulating factor (GM-CSF). The Montanide and the GM-CSF help the immune system respond to the vaccines. People 18 years of age or older with MDS, AML or CML may be eligible for this study. Participants receive six injections of the vaccines, one dose every other week for a total of 10 weeks. The injections are given in the upper arm, upper leg, or abdomen. A separate injection of GM-CSF is given in the same area as the vaccine injections. Subjects are observed for 2 hours after the first vaccination and at least 30 minutes after each subsequent vaccination for allergic reactions. In addition to the vaccination, subjects undergo the following: * History and physical exam, chest x-ray, blood tests and bone marrow aspirate and biopsy before starting the vaccinations. * Safety monitoring during vaccine administration (every other week for 10 weeks) with blood tests and check of vital signs. * Follow-up safety monitoring (weeks 12 and 16) with blood tests every visit, chest x-ray at week 12 and bone marrow biopsy visit 16."
NCT05142189	Study Title: Clinical Trial Evaluating the Safety, Tolerability and Preliminary Efficacy of BNT116 Alone and in Combinations in Patients With Advanced Non-small Cell Lung Cancer. Brief Summary: This First-in-human (FIH) trial for BNT116 aims to establish the safety profile and a safe dose for BNT116 monotherapy as well as for BNT116 in combination with cemiplimab or docetaxel in patients with advanced or metastasized non-small cell lung cancer (NSCLC) and unresectable NSCLC after chemoradiotherapy (CRT). Furthermore, the trial aims to establish the safety and feasibility of BNT116 in combination with cemiplimab and chemotherapy (carboplatin+paclitaxel) as neo-adjuvant treatment in resectable NSCLC followed by surgery and adjuvant BNT116 + cemiplimab. The trial will comprise several cohorts for dose confirmation in monotherapy as well as in combinations of BNT116 as mentioned above.
NCT01556789	Study Title: Phase 1 Study of ONT-10 in Patients With Solid Tumors. Brief Summary: Open label, two part, Phase 1 dose escalation study to evaluate the safety and immunogenicity of repeat dose vaccination with ONT-10 in patients with previously treated Stage 3 or 4 solid tumors. Part 1 to evaluate escalating dose levels of ONT-10 administered subcutaneously every two weeks (Q2W) or weekly (QW) over 8 weeks. Part 2 evaluates the safety, immunogenicity, and potential anti-tumor activity of ONT-10 administered over 8 weeks at the Q2W and QW maximum tolerated does/recommended dose (MTD/RD) in cohorts of 15 patients each.
NCT01088789	Study Title: A Trial of Boost Vaccinations of Pancreatic Tumor Cell Vaccine. Brief Summary: The purpose of this study is to evaluate the safety and feasibility of long term boost vaccination of a lethally irradiated, allogenic pancreatic tumor cell vaccine transfected with the granulocyte macrophage colony-stimulating factor (GM-CSF) gene alone or given in combination with either a single intravenous dose or daily metronomic oral doses of cyclophosphamide for the treatment of patients with surgically resected adenocarcinoma of the head, neck, tail or the uncinate process of the pancreas.
NCT02187367	Study Title: Safety & Efficacy Study of EGF Cancer Vaccine to Treat Stage IV Biomarker Positive, Wild Type EGF-R NSCLC Patients. Brief Summary: The vaccine contains humanized recombinant antigen (EGF - Epithelial Growth Factor) and an adjuvant. The antibodies induced by vaccination will react with circulating EGF leading to removal of EGF from the circulation. As a result, binding to its target EGF-Receptor is prevented. Blocking of EGF-Receptor is preventing activation and stimulation of proliferation of tumour cell. A Phase 3 clinical trial on the EGF vaccine is ongoing in Cuba. The result from previous studies demonstrated positive correlation between extended survival and immune response against the vaccination in the late-stage NSCLC patients' age below 60 with improved quality of life. The purpose of this international Phase 3 trial is to determine whether the recombinant human EGF cancer vaccine is safe, immunogenic and effective in the treatment of stage IV NSCLC patients who are positive in the selective EGF biomarker and wild type EGF-Receptor compared to standard treatment and supportive care.
NCT05238467	"Study Title: Immunological Responses of COVID-19 Vaccination. Brief Summary: Cancer patients with COVID-19 have a 30% higher mortality rate compared to the general population and are considered a high-risk group by the American Association for Cancer Research that should be given ""high priority"" during COVID-19 vaccine administration. Although studies have suggested that vaccination during active treatment with chemo and/or radiation therapy provides suboptimal antibody response, the studies were underpowered and heterogeneous thus putting this conclusion into question. We need data in cancer patients on immunosuppressive chemotherapy at the time of COVID vaccination to understand how immune responses compare to healthy controls and cancer patients not on immunosuppressive therapy."
NCT06462001	Study Title: BCG + MMC: Adding Mitomycin C to BCG in High-risk, Non-muscle-invasive Bladder Cancer. Brief Summary: Instillation of Bacillus of Calmette-Guerin (BCG) into the urinary bladder (intravesical administration) improves rates of disease recurrence and progression after transurethral resection (TUR) of high risk, non-muscle-invasive bladder cancer (NMIBC), but over 30% of people still develop recurrent transitional cell carcinoma (TCC) despite optimal therapy with adjuvant intravesical BCG. Our meta-analysis, including a recent randomised phase 2 trial, suggests that outcomes might be improved further by using an adjuvant intravesical regimen that includes both Mitomycin (MM) and BCG. These promising findings require corroboration in a definitive, large scale, randomised phase 3 trial using standard techniques for intravesical administration.
NCT00085189	Study Title: Vaccine Therapy in Treating Patients With Stage IIC-IV Melanoma. Brief Summary: This pilot phase II trial studies how well giving vaccine therapy works in treating patients with stage IIC-IV melanoma. Vaccines made from melanoma peptides or antigens may help the body build an effective immune response to kill tumor cells.
NCT00706992	Study Title: Anti-MART-1 F5 Lymphocytes to Treat High-Risk Melanoma Patients. Brief Summary: Background: * Melanoma antigen recognized by T cells (MART-1) is a gene that is present in melanoma cells. * This study tests an experimental treatment that uses the patient's own lymphocytes (type of white blood cell), which are specially selected and genetically modified with a gene called anti-MART-1 transduced cells (F5) to target and destroy their tumor. Some of the cells are given as an infusion and others are given as a vaccine. * The anti-MART-1 F5 cells are currently being studied in other patients in combination with chemotherapy and IL-2 (aldesleukin) therapy. Objectives: -To determine if the anti-MART-1 F5 treatment can improve the immune system's ability to shrink tumors and to prevent melanoma from recurring. Eligibility: * Patients 18 years of age and older whose melanoma has been removed and are currently disease-free, but who are at risk for recurrence. * Patients who do not have ocular or mucosal melanoma. * Patients with tissue type human leukocyte antigens (HLA-A)\*0201). Design: * Workup: Patients have scans, x-rays, laboratory tests, other tests as needed and leukapheresis, a procedure for collecting white cells to modify in the laboratory and later reinfuse into the patient. * Patients are assigned to one of four study groups:   * Group 1 receives anti-MART-1 F5 cells by 30-minute infusion through a vein on day 0.   * Group 2 receives anti-MART-1 F5 cells on day 0 followed by injections of MART-1 vaccine, which contains MART-1 and an oil-based liquid called Montanide ISA-51 VG. The vaccine is repeated on day 30.   * Group 3 receives anti-MART-1 F5 cells on day 0 followed by injections of low-dose IL-2 for 5 days (days 0-4).   * Group 4 receives anti-MART-1 F5 cells on day 0 followed by MART-1 vaccine and low-dose IL-2 for 5 days. The vaccine is repeated on day 30. * Recovery: Patients are monitored closely and given medicines to prevent or treat any side effects of therapy. * Leukapheresis: Patients undergo leukapheresis at 1 and 3 months after therapy to collect cells to examine the effects of the treatment on the immune system. * Follow-up: Patients return to National Institutes of Health (NIH) 35 days after completing treatment and then at 3 months and every 6 months thereafter for evaluation with a physical examination, review of side effects, laboratory tests and scans. They have blood tests at 3, 6 and 12 months after treatment and then once a year after that. A biopsy may be requested after treatment ends to examine the effects of treatment on the immune system. All patients return to NIH for a physical examination once a year for 5 years and then complete a follow-up questionnaire for another 10 years.
NCT04493489	Study Title: Propranolol Adjuvant Treatment of Bladder Cancer. Brief Summary: Bladder cancer (bladder cancer) is the tenth most common cancer in the world, ranking 13th in the number of deaths. There are about 549000 new cases of bladder cancer worldwide, with 200000 deaths and a higher incidence rate in men than in women. In 2013, the incidence rate of bladder cancer was high in China, accounting for 2.02% of all new cases. Bladder cancer has become a major disease threatening people's life and health. Therefore, the exploration of the mechanism of the occurrence and development of bladder cancer and effective drugs has been an important focus of bladder cancer research. The current treatment of bladder cancer is mainly TURBT (transurethral resection of bladder tumour) resection and BCG, chemotherapy adjuvant treatment, but its recurrence and metastasis still exist, so this study aims to explore an effective drug treatment. The purpose of this study was to investigate the safety and efficacy of propranolol in adjuvant BCG therapy, and whether propranolol can effectively alleviate the metastasis and recurrence of bladder cancer and improve the survival time after bladder cancer surgery.
NCT00365872	Study Title: External Beam Radiation With Intratumoral Injection of Dendritic Cells As Neo-Adjuvant Treatment for Sarcoma. Brief Summary: This is a Phase II study using a combination of external beam radiation with intratumoral injection of dendritic cells (white blood cells) as neo-adjuvant treatment for patients with high-risk soft tissue sarcoma. The purpose was to determine if an injection of the patient's own immune related white blood cells into their tumor would strengthen the immune system to fight against their cancer.
NCT05350501	Study Title: EO2040 in Combination With Nivolumab, for Treatment of Patients With Minimal Residual Disease of Colorectal Cancer. Brief Summary: The current study will evaluate the microbiome-derived therapeutic vaccine EO2040 in combination with nivolumab in patients with circulating tumor DNA-defined Minimal Residual Disease (MRD) of colorectal cancer stage II, III, or IV after completion of standard curative therapy.
NCT00199901	Study Title: Study of NY-ESO-1 ISCOMATRIX in Patients With High-risk, Resected Melanoma. Brief Summary: The purpose of this trial is to assess whether treatment with NY-ESO-1 ISCOMATRIX vaccine improves outcomes for people with Malignant Melanoma which has been removed, but is at high risk of relapse.
NCT01290692	Study Title: Study To Test the Safety and Efficacy of TVI-Brain-1 As A Treatment for Recurrent Grade IV Glioma. Brief Summary: TVI-Brain-1 is an experimental treatment that takes advantage of the fact that your body can produce immune cells, called 'killer' white blood cells that have the ability to kill large numbers of the cancer cells that are present in your body. TVI-Brain-1 is designed to generate large numbers of those 'killer' white blood cells and to deliver those cells into your body so that they can kill your cancer cells.
NCT01924169	Study Title: Lenalidomide as Immune Adjuvant in Patient's With Chronic Lymphocytic Leukemia (CLL). Brief Summary: The goal of this clinical research study is to learn if lenalidomide can increase the level of immunoglobulins (parts of the blood that may help to improve the immune system's function) and/or will improve the protective effect of the flu and pneumonia vaccines in patients with CLL.
NCT02548169	Study Title: Dendritic Cell Vaccine and Chemotherapy for Patients With Pancreatic Cancer. Brief Summary: The primary objective is to confirm clinical safety and feasibility of combining the antigen-loaded Dendritic Cell (DC) vaccine with chemotherapy including folinic acid, oxaliplatin, irinotecan and 5-Fluorouracil (5FU) (FOLFIRINOX) and nab-paclitaxel/gemcitabine in patients with pancreatic cancer. The secondary objectives of this trial are to determine preliminary clinical efficacy based on response rates, overall survival and progression free survival compared with historic control, and surgical conversion rate as defined as percent of locally advanced (unresectable) patients achieving resectability within 6 months of treatment initiation. Also, to identify vaccine immunogenicity by measuring acquired, T cell-mediated immune activating events post-vaccination and to correlate clinical response with acquired immune responses.
NCT01353222	Study Title: DN24-02 as Adjuvant Therapy in Subjects With High Risk HER2+ Urothelial Carcinoma. Brief Summary: This study was conducted to examine survival, disease-free survival, safety, and the magnitude of the immune response induced following administration of DN24-02 in subjects with HER2+ urothelial carcinoma.
NCT03359239	Study Title: Atezolizumab Given in Combination With a Personalized Vaccine in Patients With Urothelial Cancer. Brief Summary: The purpose of this study is to determine the good and bad effects of atezolizumab given in combination with a personalized cancer vaccine in patients with urothelial cancer either after surgery to remove organ where the tumor arose (for example, removal of the bladder) or for urothelial cancer that has spread to other organs.
NCT05075122	Study Title: Tolerability and Efficacy of UV1 Vaccine in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma Planned for First-line Treatment With Pembrolizumab. Brief Summary: The primary objective of this study is to determine the clinical performance of UV1 vaccination as add on to standard pembrolizumab treatment in patients with recurrent or metastatic PD-L1 positive (CPS \>=1) head and neck squamous cell carcinoma. Secondary objectives are to determine the efficacy in terms of overall survival ,objective response rate and duration of response. Moreover, this study will explore patient subgroups most likely deriving benefit from a targeted immunotherapy approach combining a checkpoint inhibitor with a cancer vaccine and help to establish liquid biopsy tumor monitoring in HNSCC.
NCT00091039	Study Title: Vaccine Therapy, Chemotherapy, and Radiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed With Surgery. Brief Summary: RATIONALE: Vaccines made from a gene-modified virus may make the body build an immune response to kill tumor cells. Drugs used in chemotherapy, such as paclitaxel and carboplatin, work in different ways to stop tumor cells from dividing so they stop growing or die. Radiation therapy uses high energy x-rays to damage tumor cells. Combining vaccine therapy with chemotherapy and radiation therapy may kill more tumor cells. PURPOSE: This clinical trial is studying how well giving vaccine therapy together with paclitaxel, carboplatin, and radiation therapy works in treating patients with stage III non-small cell lung cancer that cannot be removed with surgery.
NCT00404339	Study Title: Vaccine Therapy in Treating Patients With Head and Neck Cancer. Brief Summary: RATIONALE: Vaccines made from a person's dendritic cells mixed with peptides may help the body build an effective immune response to kill tumor cells. PURPOSE: This randomized phase I trial is studying the side effects of vaccine therapy in treating patients with head and neck cancer.
NCT00028431	Study Title: Novel Adjuvants for Peptide-Based Melanoma Vaccines. Brief Summary: This is a study to determine the efficacy of a melanoma vaccine chemotherapy cocktail composed of CTLA-4 antibody; tyrosinase, gp100, and MART-1 peptides; and incomplete Freund's adjuvant (IFA) with or without interleukin-12 in patients with resected stage III or IV melanoma.
NCT04799431	Study Title: Neoantigen-Targeted Vaccine Combined With Anti-PD-1 Antibody for Patients With Stage IV MMR-p Colon and Pancreatic Ductal Cancer. Brief Summary: Phase 1 study evaluating feasibility, safety, and immune response to a personalized neoantigen vaccine combined with retifanlimab for MMR-p mCRC and mPDAC patients with measurable disease following first-line FOLFIRINOX/FOLFOXIRI (FFX).
NCT00551265	Study Title: Oregovomab With or Without Cyclophosphamide in Treating Patients With Stage III or Stage IV Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer That Responded to Second-Line Chemotherapy. Brief Summary: This randomized clinical trial is studying the side effects of oregovomab and to see how well it works with or without cyclophosphamide in treating patients with stage III or stage IV ovarian epithelial cancer, fallopian tube cancer, or primary peritoneal cancer that responded to second-line chemotherapy. Monoclonal antibodies, such as oregovomab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Drugs used in chemotherapy, such as cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. It is not yet known whether oregovomab is more effective when given together with or without cyclophosphamide in treating patients with stage III or stage IV ovarian epithelial cancer, fallopian tube cancer, or primary peritoneal cancer.
NCT00093548	Study Title: Vaccine Therapy in Treating Patients With Stage II, Stage IIIA, Stage IIIB, or Stage IVA Liver Cancer. Brief Summary: RATIONALE: Vaccines made from DNA and a gene-modified virus may make the body build an immune response to kill tumor cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of liver cancer. PURPOSE: This phase I/II trial is studying the side effects and best dose of vaccine therapy and to see how well it works in treating patients with stage II, stage IIIA, stage IIIB, or stage IVA liver cancer.
NCT05426148	Study Title: Lot Consistency Clinical Trial of of Recombinant HPV Bivalent Vaccine in 9 to14 Years Old Healthy Female. Brief Summary: This study is to evaluate lot-lot consistency of Recombinant Human Papillomavirus Bivalent (Types 16, 18) Vaccine (Escherichia coli) .
NCT01983748	Study Title: Dendritic Cells Plus Autologous Tumor RNA in Uveal Melanoma. Brief Summary: Patients suffering from uveal melanoma (typed positive for monosomy 3 and without evidence for metastases) will be vaccinated over a period of 2 years with Dendritic Cell loaded with autologous Tumor RNA. 200 patients will be included. The Trial is an open multicenter Phase III Trial.
NCT06057948	Study Title: A Study of a Vaccine in Combination With Beta-glucan in People With Neuroblastoma. Brief Summary: The purpose of this study is to test which treatment schedule of β-glucan with bivalent vaccine is more effective for participants with high-risk neuroblastoma that is in complete remission.
NCT00003222	Study Title: Vaccine Therapy Plus Interleukin-2 in Treating Patients With Stage III or Stage IV Melanoma. Brief Summary: RATIONALE: Vaccines made from melanoma cells may make the body build an immune response to and kill tumor cells. Colony-stimulating factors such as GM-CSF may increase the number of immune cells found in the bone marrow or peripheral blood. Interleukin-2 may stimulate a person's white blood cells to kill melanoma cells. Combining vaccine therapy with GM-CSF and interleukin-2 may be kill more tumor cells. PURPOSE: Phase II trial to study the effectiveness of vaccines made from melanoma cells with or without GM-CSF followed by interleukin-2 in treating patients with stage III or stage IV melanoma.
NCT03927222	Study Title: Immunotherapy Targeted Against Cytomegalovirus in Patients With Newly-Diagnosed WHO Grade IV Unmethylated Glioma. Brief Summary: This single-arm phase II study will assess the impact of tetanus pre-conditioning and adjuvant Granulocyte Macrophage Colony Stimulating Factor (GM-CSF) on overall survival of patients newly diagnosed with World Health Organization (WHO) Grade IV glioblastoma who have undergone definitive tumor resection, are cytomegalovirus (CMV) positive and unmethylated, and completed standard temozolomide (TMZ) and radiation treatment. After completion of the standard of care radiotherapy with concurrent TMZ, patients will receive 1 cycle of dose-intensified TMZ followed by pp65-loaded dendritic cell (DC) vaccination beginning on day 23.
NCT00003357	Study Title: Vaccine Therapy Plus QS21 in Treating Women With Breast Cancer Who Have No Evidence of Disease. Brief Summary: RATIONALE: Vaccines made from GM2-KLH and given with QS21 may make the body build an immune response to and kill tumor cells. PURPOSE: Phase I trial to study the effectiveness of GM2-KLH vaccine plus QS21 in treating patients with breast cancer who have no evidence of disease.
NCT06315257	Study Title: A Clinical Trial to Assess PVX7 Immunotherapy Regimens in Advanced Cervical Cancer Patients. Brief Summary: A Feasibility Trial of PVX7 vaccine in advanced cervical cancer patients who have completed primary definitive therapy.
NCT04630730	Study Title: Intravesical Recombinant BCG Followed by Perioperative Chemo-immunotherapy for Patients With MIBC. Brief Summary: Current treatment of localized muscle-invasive bladder cancer is still associated with high relapse and death rate as well as the need for complete bladder resection or irradiation. The primary objective of this trial is to increase the rate of pathologic complete remission (pCR) at the time of radical cystectomy by the combination of local bladder instillation with Bacillus Calmette Guérin (BCG) in combination with systemic immunotherapy with atezolizumab and standard chemotherapy with cisplatin/gemcitabine. The trial tests the hypothesis whether BCG can enhance systemic and local immune response and thereby increase pCR rate and consequently also event-free survival. Improving pCR rate would be a next step to the ultimate goal of omitting radical surgery or extensive local radiotherapy to the bladder for these patients.
NCT01095848	Study Title: A Phase I Safety Study of a Cancer Vaccine to Treat HLA-A2 Positive Advanced Stage Ovarian, Breast and Prostate Cancer. Brief Summary: To determine the safety and immunogenicity profile of two (2) different doses of the vaccine DPX-0907 to treat breast, ovarian and prostate cancer.
NCT02078648	Study Title: Safety and Efficacy Study of SL-701, a Glioma-Associated Antigen Vaccine To Treat Recurrent Glioblastoma Multiforme. Brief Summary: The purpose of this study is to determine the safety and efficacy of SL-701 as a treatment for recurrent glioblastoma multiform (GBM).
NCT05264974	Study Title: Novel RNA-nanoparticle Vaccine for the Treatment of Early Melanoma Recurrence Following Adjuvant Anti-PD-1 Antibody Therapy. Brief Summary: The goal of this phase I trial is to evaluate the toxicity and feasibility of a tumor-specific RNA-NP vaccine in patients with stage IIB-IV melanoma who have progressed on anti-PD1 (a-PD1) adjuvant therapy.
NCT00227474	Study Title: S0348 Vaccine Therapy in Treating Patients With Stage IIIB or Stage IV Breast Cancer in Remission. Brief Summary: RATIONALE: Vaccines made from a gene-modified virus may help the body build an effective immune response to kill tumor cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. PURPOSE: This phase II trial is studying how well vaccine therapy works in treating patients with stage IIIB or stage IV breast cancer in remission.
NCT00912574	Study Title: Evaluation of the Effects of Local Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF) in Adjuvant Administration on Dendritic Cells in Skin of Melanoma Patients and in Sentinel Lymph Nodes: MEL38. Brief Summary: Goal: To characterize the cellular events that occur in vivo after vaccination with an emulsion of GMCSF-in-adjuvant. Design: Open-label, single dose study in two stages.
NCT01862874	Study Title: Efficacy and Tolerability Study of V501 in Japanese Males (V501-122). Brief Summary: A study to evaluate the efficacy and tolerability of V501 (quadrivalent Human Papilloma Virus \[HPV\] \[Type 6, 11, 16 and 18\] L1 Virus-Like Particle vaccine, GARDASIL) in healthy, 16- to 26-year old Japanese males. The hypotheses tested are: 1) V501 reduces the combined incidence of HPV 6-, 11-, 16-, or 18-related persistent infection compared with placebo, and 2) V501 reduces the combined incidence of HPV 6-, 11-, 16-, or 18-related persistent infection, condyloma acuminata, penile/perianal/perineal intraepithelial neoplasia, or penile, perianal, or perineal cancer compared with placebo.
NCT00470574	Study Title: Vaccine Therapy and QS21 in Treating Patients With Metastatic Breast Cancer. Brief Summary: RATIONALE: Vaccines may help the body build an effective immune response to kill tumor cells. Giving vaccine therapy together with QS21 may cause a stronger immune response and kill more tumor cells. PURPOSE: This clinical trial is studying the side effects and how well giving vaccine therapy together with QS21 works in treating patients with metastatic breast cancer.
